FIPS Code,State/Area,Year,Month,Civial Population,Total Labor Force,Total Labor Force percent of Pop,Total Employeed Labor force,Total Employed Labor Force Percent,Total Unemployeed Labor Force,Unemployment Rate of Labor Force
05,Arkansas,2011,03,"2,249,376   ","1,357,428   ",60.3   ,"1,241,090   ",55.2   ,"116,338   ",8.6   
06,California,2011,03,"28,855,104   ","18,353,713   ",63.6   ,"16,138,231   ",55.9   ,"2,215,482   ",12.1   
037,Los Angeles County,2011,03,"7,711,607   ","4,932,282   ",64.0   ,"4,340,637   ",56.3   ,"591,645   ",12.0   
08,Colorado,2011,03,"3,904,940   ","2,717,143   ",69.6   ,"2,474,629   ",63.4   ,"242,514   ",8.9   
09,Connecticut,2011,03,"2,823,242   ","1,909,755   ",67.6   ,"1,731,483   ",61.3   ,"178,272   ",9.3   
10,Delaware,2011,03,"708,900   ","441,425   ",62.3   ,"406,629   ",57.4   ,"34,796   ",7.9   
11,District of Columbia,2011,03,"513,117   ","349,530   ",68.1   ,"314,707   ",61.3   ,"34,823   ",10.0   
12,Florida,2011,03,"15,144,614   ","9,261,129   ",61.2   ,"8,326,618   ",55.0   ,"934,511   ",10.1   
13,Georgia,2011,03,"7,354,992   ","4,713,093   ",64.1   ,"4,242,476   ",57.7   ,"470,617   ",10.0   
15,Hawaii,2011,03,"1,052,504   ","663,479   ",63.0   ,"619,946   ",58.9   ,"43,533   ",6.6   
16,Idaho,2011,03,"1,174,877   ","759,861   ",64.7   ,"687,219   ",58.5   ,"72,642   ",9.6   
17,Illinois,2011,03,"9,934,118   ","6,533,730   ",65.8   ,"5,911,307   ",59.5   ,"622,423   ",9.5   
18,Indiana,2011,03,"4,992,790   ","3,146,796   ",63.0   ,"2,857,532   ",57.2   ,"289,264   ",9.2   
19,Iowa,2011,03,"2,371,291   ","1,668,314   ",70.4   ,"1,566,454   ",66.1   ,"101,860   ",6.1   
20,Kansas,2011,03,"2,157,871   ","1,488,676   ",69.0   ,"1,385,322   ",64.2   ,"103,354   ",6.9   
21,Kentucky,2011,03,"3,364,737   ","2,061,381   ",61.3   ,"1,855,806   ",55.2   ,"205,575   ",10.0   
22,Louisiana,2011,03,"3,468,290   ","2,064,681   ",59.5   ,"1,902,619   ",54.9   ,"162,062   ",7.8   
23,Maine,2011,03,"1,077,871   ","690,851   ",64.1   ,"628,888   ",58.3   ,"61,963   ",9.0   
24,Maryland,2011,03,"4,538,180   ","3,077,923   ",67.8   ,"2,854,225   ",62.9   ,"223,698   ",7.3   
25,Massachusetts,2011,03,"5,278,872   ","3,456,222   ",65.5   ,"3,190,182   ",60.4   ,"266,040   ",7.7   
26,Michigan,2011,03,"7,744,011   ","4,671,442   ",60.3   ,"4,158,211   ",53.7   ,"513,231   ",11.0   
27,Minnesota,2011,03,"4,139,353   ","2,931,702   ",70.8   ,"2,715,033   ",65.6   ,"216,669   ",7.4   
28,Mississippi,2011,03,"2,241,983   ","1,339,276   ",59.7   ,"1,207,866   ",53.9   ,"131,410   ",9.8   
29,Missouri,2011,03,"4,641,686   ","3,047,366   ",65.7   ,"2,768,362   ",59.6   ,"279,004   ",9.2   
30,Montana,2011,03,"782,536   ","497,035   ",63.5   ,"456,590   ",58.3   ,"40,445   ",8.1   
31,Nebraska,2011,03,"1,396,723   ","996,782   ",71.4   ,"949,116   ",68.0   ,"47,666   ",4.8   
32,Nevada,2011,03,"2,086,290   ","1,369,980   ",65.7   ,"1,186,514   ",56.9   ,"183,466   ",13.4   
33,New Hampshire,2011,03,"1,057,655   ","734,451   ",69.4   ,"692,522   ",65.5   ,"41,929   ",5.7   
34,New Jersey,2011,03,"6,905,320   ","4,554,081   ",66.0   ,"4,113,430   ",59.6   ,"440,651   ",9.7   
35,New Mexico,2011,03,"1,579,589   ","924,040   ",58.5   ,"856,187   ",54.2   ,"67,853   ",7.3   
36,New York,2011,03,"15,441,996   ","9,482,877   ",61.4   ,"8,701,218   ",56.3   ,"781,659   ",8.2   
51000,New York city,2011,03,"6,605,408   ","3,945,422   ",59.7   ,"3,604,817   ",54.6   ,"340,605   ",8.6   
37,North Carolina,2011,03,"7,390,290   ","4,612,453   ",62.4   ,"4,143,642   ",56.1   ,"468,811   ",10.2   
38,North Dakota,2011,03,"530,222   ","382,300   ",72.1   ,"366,358   ",69.1   ,"15,942   ",4.2   
39,Ohio,2011,03,"8,987,280   ","5,747,803   ",64.0   ,"5,217,804   ",58.1   ,"529,999   ",9.2   
40,Oklahoma,2011,03,"2,860,357   ","1,759,397   ",61.5   ,"1,657,929   ",58.0   ,"101,468   ",5.8   
41,Oregon,2011,03,"3,056,270   ","1,988,437   ",65.1   ,"1,785,744   ",58.4   ,"202,693   ",10.2   
42,Pennsylvania,2011,03,"10,104,013   ","6,339,889   ",62.7   ,"5,835,038   ",57.7   ,"504,851   ",8.0   
44,Rhode Island,2011,03,"843,544   ","557,121   ",66.0   ,"493,013   ",58.4   ,"64,108   ",11.5   
45,South Carolina,2011,03,"3,600,659   ","2,152,730   ",59.8   ,"1,931,493   ",53.6   ,"221,237   ",10.3   
46,South Dakota,2011,03,"621,685   ","439,187   ",70.6   ,"413,880   ",66.6   ,"25,307   ",5.8   
47,Tennessee,2011,03,"4,959,508   ","3,122,667   ",63.0   ,"2,825,906   ",57.0   ,"296,761   ",9.5   
48,Texas,2011,03,"18,862,745   ","12,423,980   ",65.9   ,"11,463,514   ",60.8   ,"960,466   ",7.7   
49,Utah,2011,03,"1,981,375   ","1,346,317   ",67.9   ,"1,244,853   ",62.8   ,"101,464   ",7.5   
50,Vermont,2011,03,"509,358   ","358,638   ",70.4   ,"336,305   ",66.0   ,"22,333   ",6.2   
51,Virginia,2011,03,"6,220,334   ","4,195,456   ",67.4   ,"3,920,152   ",63.0   ,"275,304   ",6.6   
53,Washington,2011,03,"5,290,713   ","3,462,275   ",65.4   ,"3,121,076   ",59.0   ,"341,199   ",9.9   
54,West Virginia,2011,03,"1,485,267   ","801,157   ",53.9   ,"729,612   ",49.1   ,"71,545   ",8.9   
55,Wisconsin,2011,03,"4,449,917   ","3,069,038   ",69.0   ,"2,799,987   ",62.9   ,"269,051   ",8.8   
56,Wyoming,2011,03,"435,685   ","304,846   ",70.0   ,"284,576   ",65.3   ,"20,270   ",6.6   
01,Alabama,2011,04,"3,720,231   ","2,204,162   ",59.2   ,"1,996,846   ",53.7   ,"207,316   ",9.4   
02,Alaska,2011,04,"526,536   ","360,268   ",68.4   ,"331,879   ",63.0   ,"28,389   ",7.9   
04,Arizona,2011,04,"4,909,153   ","3,033,931   ",61.8   ,"2,755,651   ",56.1   ,"278,280   ",9.2   
05,Arkansas,2011,04,"2,250,738   ","1,364,644   ",60.6   ,"1,254,405   ",55.7   ,"110,239   ",8.1   
06,California,2011,04,"28,881,676   ","18,313,681   ",63.4   ,"16,204,892   ",56.1   ,"2,108,789   ",11.5   
037,Los Angeles County,2011,04,"7,718,041   ","4,915,969   ",63.7   ,"4,338,708   ",56.2   ,"577,261   ",11.7   
08,Colorado,2011,04,"3,910,071   ","2,714,172   ",69.4   ,"2,487,321   ",63.6   ,"226,851   ",8.4   
09,Connecticut,2011,04,"2,824,685   ","1,906,910   ",67.5   ,"1,739,359   ",61.6   ,"167,551   ",8.8   
10,Delaware,2011,04,"709,515   ","442,243   ",62.3   ,"409,226   ",57.7   ,"33,017   ",7.5   
11,District of Columbia,2011,04,"514,051   ","348,778   ",67.8   ,"315,231   ",61.3   ,"33,547   ",9.6   
12,Florida,2011,04,"15,160,235   ","9,260,364   ",61.1   ,"8,359,987   ",55.1   ,"900,377   ",9.7   
13,Georgia,2011,04,"7,360,948   ","4,711,178   ",64.0   ,"4,254,019   ",57.8   ,"457,159   ",9.7   
15,Hawaii,2011,04,"1,053,105   ","663,706   ",63.0   ,"620,891   ",59.0   ,"42,815   ",6.5   
16,Idaho,2011,04,"1,175,862   ","760,627   ",64.7   ,"693,782   ",59.0   ,"66,845   ",8.8   
17,Illinois,2011,04,"9,938,329   ","6,528,344   ",65.7   ,"5,937,432   ",59.7   ,"590,912   ",9.1   
18,Indiana,2011,04,"4,995,319   ","3,156,572   ",63.2   ,"2,892,033   ",57.9   ,"264,539   ",8.4   
19,Iowa,2011,04,"2,372,323   ","1,663,749   ",70.1   ,"1,575,326   ",66.4   ,"88,423   ",5.3   
20,Kansas,2011,04,"2,158,476   ","1,484,472   ",68.8   ,"1,390,804   ",64.4   ,"93,668   ",6.3   
21,Kentucky,2011,04,"3,366,199   ","2,056,134   ",61.1   ,"1,868,358   ",55.5   ,"187,776   ",9.1   
22,Louisiana,2011,04,"3,470,928   ","2,067,823   ",59.6   ,"1,915,303   ",55.2   ,"152,520   ",7.4   
23,Maine,2011,04,"1,078,235   ","691,930   ",64.2   ,"633,307   ",58.7   ,"58,623   ",8.5   
24,Maryland,2011,04,"4,541,912   ","3,071,851   ",67.6   ,"2,859,776   ",63.0   ,"212,075   ",6.9   
25,Massachusetts,2011,04,"5,283,008   ","3,444,866   ",65.2   ,"3,198,446   ",60.5   ,"246,420   ",7.2   
26,Michigan,2011,04,"7,746,469   ","4,629,970   ",59.8   ,"4,167,494   ",53.8   ,"462,476   ",10.0   
27,Minnesota,2011,04,"4,142,069   ","2,936,267   ",70.9   ,"2,741,847   ",66.2   ,"194,420   ",6.6   
28,Mississippi,2011,04,"2,242,658   ","1,336,910   ",59.6   ,"1,211,942   ",54.0   ,"124,968   ",9.3   
29,Missouri,2011,04,"4,643,188   ","3,049,205   ",65.7   ,"2,798,054   ",60.3   ,"251,151   ",8.2   
30,Montana,2011,04,"782,958   ","498,932   ",63.7   ,"463,050   ",59.1   ,"35,882   ",7.2   
31,Nebraska,2011,04,"1,397,361   ","1,001,678   ",71.7   ,"958,171   ",68.6   ,"43,507   ",4.3   
32,Nevada,2011,04,"2,087,294   ","1,370,856   ",65.7   ,"1,189,796   ",57.0   ,"181,060   ",13.2   
33,New Hampshire,2011,04,"1,058,148   ","729,877   ",69.0   ,"691,601   ",65.4   ,"38,276   ",5.2   
34,New Jersey,2011,04,"6,908,212   ","4,545,120   ",65.8   ,"4,131,373   ",59.8   ,"413,747   ",9.1   
35,New Mexico,2011,04,"1,580,595   ","925,244   ",58.5   ,"860,532   ",54.4   ,"64,712   ",7.0   
36,New York,2011,04,"15,450,948   ","9,465,985   ",61.3   ,"8,729,548   ",56.5   ,"736,437   ",7.8   
51000,New York city,2011,04,"6,611,521   ","3,936,861   ",59.5   ,"3,608,443   ",54.6   ,"328,418   ",8.3   
37,North Carolina,2011,04,"7,396,334   ","4,625,987   ",62.5   ,"4,168,831   ",56.4   ,"457,156   ",9.9   
38,North Dakota,2011,04,"530,820   ","384,695   ",72.5   ,"371,036   ",69.9   ,"13,659   ",3.6   
39,Ohio,2011,04,"8,989,306   ","5,746,865   ",63.9   ,"5,257,348   ",58.5   ,"489,517   ",8.5   
40,Oklahoma,2011,04,"2,862,013   ","1,760,666   ",61.5   ,"1,667,883   ",58.3   ,"92,783   ",5.3   
41,Oregon,2011,04,"3,059,084   ","1,987,782   ",65.0   ,"1,799,739   ",58.8   ,"188,043   ",9.5   
42,Pennsylvania,2011,04,"10,107,739   ","6,342,262   ",62.7   ,"5,882,233   ",58.2   ,"460,029   ",7.3   
44,Rhode Island,2011,04,"843,633   ","555,939   ",65.9   ,"496,588   ",58.9   ,"59,351   ",10.7   
45,South Carolina,2011,04,"3,603,064   ","2,168,954   ",60.2   ,"1,951,050   ",54.1   ,"217,904   ",10.0   
46,South Dakota,2011,04,"622,130   ","439,232   ",70.6   ,"417,674   ",67.1   ,"21,558   ",4.9   
47,Tennessee,2011,04,"4,962,728   ","3,121,085   ",62.9   ,"2,841,354   ",57.3   ,"279,731   ",9.0   
48,Texas,2011,04,"18,890,930   ","12,442,954   ",65.9   ,"11,518,006   ",61.0   ,"924,948   ",7.4   
49,Utah,2011,04,"1,983,995   ","1,342,349   ",67.7   ,"1,248,868   ",62.9   ,"93,481   ",7.0   
50,Vermont,2011,04,"509,635   ","354,994   ",69.7   ,"333,639   ",65.5   ,"21,355   ",6.0   
51,Virginia,2011,04,"6,225,442   ","4,202,767   ",67.5   ,"3,944,089   ",63.4   ,"258,678   ",6.2   
53,Washington,2011,04,"5,295,574   ","3,446,853   ",65.1   ,"3,132,138   ",59.1   ,"314,715   ",9.1   
54,West Virginia,2011,04,"1,485,502   ","807,074   ",54.3   ,"742,153   ",50.0   ,"64,921   ",8.0   
55,Wisconsin,2011,04,"4,451,748   ","3,062,326   ",68.8   ,"2,819,041   ",63.3   ,"243,285   ",7.9   
56,Wyoming,2011,04,"435,830   ","304,293   ",69.8   ,"285,574   ",65.5   ,"18,719   ",6.2   
01,Alabama,2011,05,"3,721,566   ","2,205,918   ",59.3   ,"1,994,098   ",53.6   ,"211,820   ",9.6   
02,Alaska,2011,05,"527,295   ","365,295   ",69.3   ,"338,092   ",64.1   ,"27,203   ",7.4   
04,Arizona,2011,05,"4,914,828   ","3,022,263   ",61.5   ,"2,749,559   ",55.9   ,"272,704   ",9.0   
05,Arkansas,2011,05,"2,252,174   ","1,363,357   ",60.5   ,"1,249,961   ",55.5   ,"113,396   ",8.3   
06,California,2011,05,"28,908,557   ","18,332,712   ",63.4   ,"16,260,988   ",56.2   ,"2,071,724   ",11.3   
037,Los Angeles County,2011,05,"7,724,216   ","4,905,959   ",63.5   ,"4,327,543   ",56.0   ,"578,416   ",11.8   
08,Colorado,2011,05,"3,915,458   ","2,721,618   ",69.5   ,"2,492,678   ",63.7   ,"228,940   ",8.4   
09,Connecticut,2011,05,"2,826,294   ","1,922,502   ",68.0   ,"1,751,887   ",62.0   ,"170,615   ",8.9   
10,Delaware,2011,05,"710,153   ","440,724   ",62.1   ,"409,291   ",57.6   ,"31,433   ",7.1   
11,District of Columbia,2011,05,"514,982   ","347,122   ",67.4   ,"311,950   ",60.6   ,"35,172   ",10.1   
12,Florida,2011,05,"15,176,393   ","9,329,251   ",61.5   ,"8,407,141   ",55.4   ,"922,110   ",9.9   
13,Georgia,2011,05,"7,367,260   ","4,743,057   ",64.4   ,"4,269,047   ",57.9   ,"474,010   ",10.0   
15,Hawaii,2011,05,"1,053,916   ","662,454   ",62.9   ,"618,347   ",58.7   ,"44,107   ",6.7   
16,Idaho,2011,05,"1,176,911   ","762,490   ",64.8   ,"702,483   ",59.7   ,"60,007   ",7.9   
17,Illinois,2011,05,"9,942,876   ","6,562,644   ",66.0   ,"5,950,488   ",59.8   ,"612,156   ",9.3   
18,Indiana,2011,05,"4,997,977   ","3,189,810   ",63.8   ,"2,911,835   ",58.3   ,"277,975   ",8.7   
19,Iowa,2011,05,"2,373,512   ","1,658,970   ",69.9   ,"1,573,510   ",66.3   ,"85,460   ",5.2   
20,Kansas,2011,05,"2,159,313   ","1,483,821   ",68.7   ,"1,389,403   ",64.3   ,"94,418   ",6.4   
21,Kentucky,2011,05,"3,367,944   ","2,062,592   ",61.2   ,"1,868,006   ",55.5   ,"194,586   ",9.4   
22,Louisiana,2011,05,"3,473,680   ","2,071,329   ",59.6   ,"1,911,475   ",55.0   ,"159,854   ",7.7   
23,Maine,2011,05,"1,078,683   ","694,071   ",64.3   ,"638,297   ",59.2   ,"55,774   ",8.0   
24,Maryland,2011,05,"4,545,761   ","3,086,858   ",67.9   ,"2,867,031   ",63.1   ,"219,827   ",7.1   
25,Massachusetts,2011,05,"5,287,332   ","3,444,808   ",65.2   ,"3,201,602   ",60.6   ,"243,206   ",7.1   
26,Michigan,2011,05,"7,749,071   ","4,699,821   ",60.7   ,"4,205,600   ",54.3   ,"494,221   ",10.5   
27,Minnesota,2011,05,"4,144,939   ","2,949,506   ",71.2   ,"2,762,788   ",66.7   ,"186,718   ",6.3   
28,Mississippi,2011,05,"2,243,386   ","1,349,754   ",60.2   ,"1,212,674   ",54.1   ,"137,080   ",10.2   
29,Missouri,2011,05,"4,644,947   ","3,058,241   ",65.8   ,"2,801,432   ",60.3   ,"256,809   ",8.4   
30,Montana,2011,05,"783,393   ","500,803   ",63.9   ,"467,848   ",59.7   ,"32,955   ",6.6   
31,Nebraska,2011,05,"1,398,075   ","1,004,549   ",71.9   ,"961,357   ",68.8   ,"43,192   ",4.3   
32,Nevada,2011,05,"2,088,298   ","1,371,783   ",65.7   ,"1,194,554   ",57.2   ,"177,229   ",12.9   
33,New Hampshire,2011,05,"1,058,730   ","731,113   ",69.1   ,"693,466   ",65.5   ,"37,647   ",5.1   
34,New Jersey,2011,05,"6,911,183   ","4,555,198   ",65.9   ,"4,136,695   ",59.9   ,"418,503   ",9.2   
35,New Mexico,2011,05,"1,581,633   ","923,950   ",58.4   ,"858,240   ",54.3   ,"65,710   ",7.1   
36,New York,2011,05,"15,459,962   ","9,480,448   ",61.3   ,"8,740,381   ",56.5   ,"740,067   ",7.8   
51000,New York city,2011,05,"6,617,430   ","3,935,190   ",59.5   ,"3,599,436   ",54.4   ,"335,754   ",8.5   
37,North Carolina,2011,05,"7,403,129   ","4,648,647   ",62.8   ,"4,179,533   ",56.5   ,"469,114   ",10.1   
38,North Dakota,2011,05,"531,478   ","388,638   ",73.1   ,"376,481   ",70.8   ,"12,157   ",3.1   
39,Ohio,2011,05,"8,991,596   ","5,782,168   ",64.3   ,"5,279,122   ",58.7   ,"503,046   ",8.7   
40,Oklahoma,2011,05,"2,863,881   ","1,766,178   ",61.7   ,"1,665,096   ",58.1   ,"101,082   ",5.7   
41,Oregon,2011,05,"3,062,010   ","1,986,081   ",64.9   ,"1,804,685   ",58.9   ,"181,396   ",9.1   
42,Pennsylvania,2011,05,"10,111,759   ","6,391,965   ",63.2   ,"5,897,056   ",58.3   ,"494,909   ",7.7   
44,Rhode Island,2011,05,"843,713   ","555,847   ",65.9   ,"496,484   ",58.8   ,"59,363   ",10.7   
45,South Carolina,2011,05,"3,605,797   ","2,186,040   ",60.6   ,"1,960,348   ",54.4   ,"225,692   ",10.3   
46,South Dakota,2011,05,"622,600   ","441,219   ",70.9   ,"420,775   ",67.6   ,"20,444   ",4.6   
47,Tennessee,2011,05,"4,966,078   ","3,128,403   ",63.0   ,"2,850,835   ",57.4   ,"277,568   ",8.9   
48,Texas,2011,05,"18,919,586   ","12,466,822   ",65.9   ,"11,518,020   ",60.9   ,"948,802   ",7.6   
49,Utah,2011,05,"1,986,715   ","1,345,682   ",67.7   ,"1,253,861   ",63.1   ,"91,821   ",6.8   
50,Vermont,2011,05,"509,943   ","356,283   ",69.9   ,"337,243   ",66.1   ,"19,040   ",5.3   
51,Virginia,2011,05,"6,231,151   ","4,221,078   ",67.7   ,"3,950,454   ",63.4   ,"270,624   ",6.4   
53,Washington,2011,05,"5,300,788   ","3,457,433   ",65.2   ,"3,136,766   ",59.2   ,"320,667   ",9.3   
54,West Virginia,2011,05,"1,485,814   ","806,568   ",54.3   ,"743,587   ",50.0   ,"62,981   ",7.8   
55,Wisconsin,2011,05,"4,453,752   ","3,069,458   ",68.9   ,"2,833,647   ",63.6   ,"235,811   ",7.7   
56,Wyoming,2011,05,"436,049   ","304,630   ",69.9   ,"287,407   ",65.9   ,"17,223   ",5.7   
01,Alabama,2011,06,"3,722,903   ","2,221,913   ",59.7   ,"1,986,735   ",53.4   ,"235,178   ",10.6   
02,Alaska,2011,06,"528,276   ","372,776   ",70.6   ,"344,507   ",65.2   ,"28,269   ",7.6   
04,Arizona,2011,06,"4,920,588   ","3,056,961   ",62.1   ,"2,735,012   ",55.6   ,"321,949   ",10.5   
05,Arkansas,2011,06,"2,253,639   ","1,376,690   ",61.1   ,"1,257,938   ",55.8   ,"118,752   ",8.6   
06,California,2011,06,"28,936,668   ","18,400,547   ",63.6   ,"16,201,173   ",56.0   ,"2,199,374   ",12.0   
037,Los Angeles County,2011,06,"7,730,361   ","4,904,708   ",63.4   ,"4,295,492   ",55.6   ,"609,216   ",12.4   
08,Colorado,2011,06,"3,921,090   ","2,739,952   ",69.9   ,"2,512,680   ",64.1   ,"227,272   ",8.3   
09,Connecticut,2011,06,"2,827,885   ","1,934,120   ",68.4   ,"1,759,499   ",62.2   ,"174,621   ",9.0   
10,Delaware,2011,06,"710,810   ","446,739   ",62.8   ,"412,206   ",58.0   ,"34,533   ",7.7   
11,District of Columbia,2011,06,"515,926   ","353,736   ",68.6   ,"315,351   ",61.1   ,"38,385   ",10.9   
12,Florida,2011,06,"15,192,993   ","9,302,716   ",61.2   ,"8,326,024   ",54.8   ,"976,692   ",10.5   
13,Georgia,2011,06,"7,374,053   ","4,751,514   ",64.4   ,"4,239,060   ",57.5   ,"512,454   ",10.8   
15,Hawaii,2011,06,"1,055,054   ","666,121   ",63.1   ,"617,100   ",58.5   ,"49,021   ",7.4   
16,Idaho,2011,06,"1,177,976   ","772,349   ",65.6   ,"710,957   ",60.4   ,"61,392   ",7.9   
17,Illinois,2011,06,"9,947,546   ","6,670,547   ",67.1   ,"5,987,822   ",60.2   ,"682,725   ",10.2   
18,Indiana,2011,06,"5,000,509   ","3,215,728   ",64.3   ,"2,917,342   ",58.3   ,"298,386   ",9.3   
19,Iowa,2011,06,"2,374,645   ","1,673,408   ",70.5   ,"1,579,990   ",66.5   ,"93,418   ",5.6   
20,Kansas,2011,06,"2,160,281   ","1,503,900   ",69.6   ,"1,403,369   ",65.0   ,"100,531   ",6.7   
21,Kentucky,2011,06,"3,369,765   ","2,079,636   ",61.7   ,"1,878,209   ",55.7   ,"201,427   ",9.7   
22,Louisiana,2011,06,"3,476,506   ","2,101,522   ",60.4   ,"1,918,415   ",55.2   ,"183,107   ",8.7   
23,Maine,2011,06,"1,079,089   ","708,045   ",65.6   ,"653,860   ",60.6   ,"54,185   ",7.7   
24,Maryland,2011,06,"4,549,755   ","3,120,672   ",68.6   ,"2,883,068   ",63.4   ,"237,604   ",7.6   
25,Massachusetts,2011,06,"5,291,556   ","3,509,016   ",66.3   ,"3,242,899   ",61.3   ,"266,117   ",7.6   
26,Michigan,2011,06,"7,751,484   ","4,739,995   ",61.1   ,"4,210,477   ",54.3   ,"529,518   ",11.2   
27,Minnesota,2011,06,"4,147,781   ","2,970,660   ",71.6   ,"2,769,917   ",66.8   ,"200,743   ",6.8   
28,Mississippi,2011,06,"2,244,225   ","1,360,170   ",60.6   ,"1,211,983   ",54.0   ,"148,187   ",10.9   
29,Missouri,2011,06,"4,646,825   ","3,086,505   ",66.4   ,"2,813,392   ",60.5   ,"273,113   ",8.8   
30,Montana,2011,06,"783,875   ","507,452   ",64.7   ,"471,955   ",60.2   ,"35,497   ",7.0   
31,Nebraska,2011,06,"1,398,866   ","1,014,404   ",72.5   ,"967,027   ",69.1   ,"47,377   ",4.7   
32,Nevada,2011,06,"2,089,400   ","1,373,654   ",65.7   ,"1,192,570   ",57.1   ,"181,084   ",13.2   
33,New Hampshire,2011,06,"1,059,249   ","742,078   ",70.1   ,"702,371   ",66.3   ,"39,707   ",5.4   
34,New Jersey,2011,06,"6,914,078   ","4,598,582   ",66.5   ,"4,162,510   ",60.2   ,"436,072   ",9.5   
35,New Mexico,2011,06,"1,582,823   ","937,543   ",59.2   ,"861,527   ",54.4   ,"76,016   ",8.1   
36,New York,2011,06,"15,468,901   ","9,542,714   ",61.7   ,"8,760,229   ",56.6   ,"782,485   ",8.2   
51000,New York city,2011,06,"6,623,271   ","3,938,731   ",59.5   ,"3,581,646   ",54.1   ,"357,085   ",9.1   
37,North Carolina,2011,06,"7,410,724   ","4,651,492   ",62.8   ,"4,149,670   ",56.0   ,"501,822   ",10.8   
38,North Dakota,2011,06,"532,207   ","396,939   ",74.6   ,"382,030   ",71.8   ,"14,909   ",3.8   
39,Ohio,2011,06,"8,993,675   ","5,826,772   ",64.8   ,"5,277,856   ",58.7   ,"548,916   ",9.4   
40,Oklahoma,2011,06,"2,865,873   ","1,785,736   ",62.3   ,"1,674,593   ",58.4   ,"111,143   ",6.2   
41,Oregon,2011,06,"3,064,920   ","2,006,993   ",65.5   ,"1,814,282   ",59.2   ,"192,711   ",9.6   
42,Pennsylvania,2011,06,"10,115,622   ","6,451,913   ",63.8   ,"5,912,588   ",58.5   ,"539,325   ",8.4   
44,Rhode Island,2011,06,"843,847   ","562,353   ",66.6   ,"503,186   ",59.6   ,"59,167   ",10.5   
45,South Carolina,2011,06,"3,608,873   ","2,210,838   ",61.3   ,"1,965,610   ",54.5   ,"245,228   ",11.1   
46,South Dakota,2011,06,"623,092   ","448,478   ",72.0   ,"428,034   ",68.7   ,"20,444   ",4.6   
47,Tennessee,2011,06,"4,969,460   ","3,158,176   ",63.6   ,"2,855,103   ",57.5   ,"303,073   ",9.6   
48,Texas,2011,06,"18,949,190   ","12,545,539   ",66.2   ,"11,491,101   ",60.6   ,"1,054,438   ",8.4   
49,Utah,2011,06,"1,989,445   ","1,353,502   ",68.0   ,"1,258,199   ",63.2   ,"95,303   ",7.0   
50,Vermont,2011,06,"510,231   ","361,641   ",70.9   ,"342,533   ",67.1   ,"19,108   ",5.3   
51,Virginia,2011,06,"6,237,900   ","4,228,490   ",67.8   ,"3,938,453   ",63.1   ,"290,037   ",6.9   
53,Washington,2011,06,"5,306,423   ","3,474,431   ",65.5   ,"3,148,814   ",59.3   ,"325,617   ",9.4   
54,West Virginia,2011,06,"1,486,096   ","814,505   ",54.8   ,"748,836   ",50.4   ,"65,669   ",8.1   
55,Wisconsin,2011,06,"4,455,685   ","3,121,897   ",70.1   ,"2,865,437   ",64.3   ,"256,460   ",8.2   
56,Wyoming,2011,06,"436,241   ","310,674   ",71.2   ,"293,611   ",67.3   ,"17,063   ",5.5   
01,Alabama,2011,07,"3,724,644   ","2,213,352   ",59.4   ,"1,984,262   ",53.3   ,"229,090   ",10.4   
02,Alaska,2011,07,"529,136   ","376,479   ",71.1   ,"350,908   ",66.3   ,"25,571   ",6.8   
04,Arizona,2011,07,"4,926,837   ","3,037,565   ",61.7   ,"2,721,077   ",55.2   ,"316,488   ",10.4   
05,Arkansas,2011,07,"2,255,320   ","1,380,259   ",61.2   ,"1,259,711   ",55.9   ,"120,548   ",8.7   
06,California,2011,07,"28,966,205   ","18,464,952   ",63.7   ,"16,212,774   ",56.0   ,"2,252,178   ",12.2   
037,Los Angeles County,2011,07,"7,736,527   ","4,942,543   ",63.9   ,"4,299,999   ",55.6   ,"642,544   ",13.0   
08,Colorado,2011,07,"3,926,971   ","2,744,150   ",69.9   ,"2,522,266   ",64.2   ,"221,884   ",8.1   
09,Connecticut,2011,07,"2,829,704   ","1,945,527   ",68.8   ,"1,768,357   ",62.5   ,"177,170   ",9.1   
10,Delaware,2011,07,"711,491   ","448,198   ",63.0   ,"414,352   ",58.2   ,"33,846   ",7.6   
11,District of Columbia,2011,07,"516,908   ","358,056   ",69.3   ,"319,754   ",61.9   ,"38,302   ",10.7   
12,Florida,2011,07,"15,210,955   ","9,336,098   ",61.4   ,"8,340,865   ",54.8   ,"995,233   ",10.7   
13,Georgia,2011,07,"7,380,556   ","4,765,652   ",64.6   ,"4,256,602   ",57.7   ,"509,050   ",10.7   
15,Hawaii,2011,07,"1,056,092   ","666,657   ",63.1   ,"620,531   ",58.8   ,"46,126   ",6.9   
16,Idaho,2011,07,"1,179,155   ","775,049   ",65.7   ,"714,469   ",60.6   ,"60,580   ",7.8   
17,Illinois,2011,07,"9,952,865   ","6,676,628   ",67.1   ,"5,985,464   ",60.1   ,"691,164   ",10.4   
18,Indiana,2011,07,"5,003,669   ","3,211,449   ",64.2   ,"2,908,166   ",58.1   ,"303,283   ",9.4   
19,Iowa,2011,07,"2,376,078   ","1,674,849   ",70.5   ,"1,586,964   ",66.8   ,"87,885   ",5.2   
20,Kansas,2011,07,"2,161,390   ","1,509,256   ",69.8   ,"1,406,491   ",65.1   ,"102,765   ",6.8   
